#          Time_in_sec([])              CONDENS_SINK([])              CON_SIN_NITR([])
2.81400000000000000000e+05    1.87677207715249460307e+03    3.00215370302890405583e+04
2.81700000000000000000e+05    1.86428824009113691318e+03    3.15543663717867821106e+04
2.82000000000000000000e+05    1.85536408531614188178e+03    3.30674197683123711613e+04
2.82300000000000000000e+05    1.84991781219220592902e+03    3.45515025221344403690e+04
2.82600000000000000000e+05    1.84790450879968079789e+03    3.59976530557791920728e+04
2.82900000000000000000e+05    1.84931585288939959355e+03    3.73972498047135522938e+04
2.83200000000000000000e+05    1.85418032566011333984e+03    3.87421032441291972646e+04
2.83500000000000000000e+05    1.86256395290016644140e+03    4.00245315329018994817e+04
2.83800000000000000000e+05    1.87457159407639051096e+03    4.12374190986454195809e+04
2.84100000000000000000e+05    1.89034880644522263538e+03    4.23742582917471809196e+04
2.84400000000000000000e+05    1.91008431810172805854e+03    4.34291749625535594532e+04
2.84700000000000000000e+05    1.93401315095272229883e+03    4.43969394329776114319e+04
2.85000000000000000000e+05    1.96242044175334672218e+03    4.52729648205003250041e+04
2.85300000000000000000e+05    1.99564601638902195191e+03    4.60532950176747981459e+04
2.85600000000000000000e+05    2.03408977926191573715e+03    4.67345848317914133077e+04
2.85900000000000000000e+05    2.07821798561433206487e+03    4.73140748530103082885e+04
2.86200000000000000000e+05    2.12857046944910143793e+03    4.77895635566212440608e+04
2.86500000000000000000e+05    2.18576890281698433682e+03    4.81593789718473490211e+04
2.86800000000000000000e+05    2.25052616290675996424e+03    4.84223519838844804326e+04
2.87100000000000000000e+05    2.32365688068886538531e+03    4.85777929967716263491e+04
2.87400000000000000000e+05    2.40608923771456193208e+03    4.86254732912240287988e+04
2.87700000000000000000e+05    2.49887806472301190297e+03    4.85656119819773375639e+04
2.88000000000000000000e+05    2.60321927538468662533e+03    4.83988690305864802212e+04
2.88300000000000000000e+05    2.72046563900443470629e+03    4.81263443179115420207e+04
2.88600000000000000000e+05    2.85214385530452273088e+03    4.77495823405731935054e+04
2.88900000000000000000e+05    2.99997284033700361761e+03    4.72705816815500365919e+04
2.89200000000000000000e+05    3.16588306290098353202e+03    4.66918080303371680202e+04
2.89500000000000000000e+05    3.35203668341181037249e+03    4.60162092058347843704e+04
2.89800000000000000000e+05    3.56084814012237393399e+03    4.52472303781244409038e+04
2.90100000000000000000e+05    3.79500469962869010487e+03    4.43888275056112106540e+04
2.90400000000000000000e+05    4.05748633931608310377e+03    4.34454769126471946947e+04
2.90700000000000000000e+05    4.35158415977868935443e+03    4.24221789388207544107e+04
2.91000000000000000000e+05    4.68091633806801110040e+03    4.13244537009541309089e+04
2.91300000000000000000e+05    5.04944043306389903591e+03    4.01583272251112721278e+04
2.91600000000000000000e+05    5.46146065039386849094e+03    3.89303065263353200862e+04
2.91900000000000000000e+05    5.92162847760716249468e+03    3.76473426306452893186e+04
2.92200000000000000000e+05    6.43493492589625566325e+03    3.63167810330061693094e+04
2.92500000000000000000e+05    7.00669248148814676824e+03    3.49462996463090530597e+04
2.92800000000000000000e+05    7.64250480031064216746e+03    3.35438348938009148696e+04
2.93100000000000000000e+05    8.34822219876160670538e+03    3.21174972001031819673e+04
2.93400000000000000000e+05    9.12988112777117930818e+03    3.06754777100702995085e+04
2.93700000000000000000e+05    9.99362609245838211791e+03    2.92259485755587957101e+04
2.94000000000000000000e+05    1.09456129176746035228e+04    2.77769595646769630548e+04
2.94300000000000000000e+05    1.19918928759332084155e+04    2.63363340375990555913e+04
2.94600000000000000000e+05    1.31382779935340186057e+04    2.49115674758729837777e+04
2.94900000000000000000e+05    1.43901888238470601209e+04    2.35097317357011925196e+04
2.95200000000000000000e+05    1.57524870971795025980e+04    2.21373880177571627428e+04
2.95500000000000000000e+05    1.72292968783255491871e+04    2.08005112156622490147e+04
2.95800000000000000000e+05    1.88238191196686311741e+04    1.95044278417844943760e+04
2.96100000000000000000e+05    2.05381457050498174794e+04    1.82537691611914087844e+04
2.96400000000000000000e+05    2.23730801387649953540e+04    1.70524405279399215942e+04
2.96700000000000000000e+05    2.43279728388480980357e+04    1.59036072519095323514e+04
2.97000000000000000000e+05    2.64005794399854676158e+04    1.48096966692478290497e+04
2.97300000000000000000e+05    2.85869505074754451925e+04    1.37724154829018953023e+04
2.97600000000000000000e+05    3.08813605424416964524e+04    1.27927809139770306501e+04
2.97900000000000000000e+05    3.32762830879661632935e+04    1.18711637845052900957e+04
2.98200000000000000000e+05    3.57624171372664859518e+04    1.10073413534021110536e+04
2.98500000000000000000e+05    3.83287679577811868512e+04    1.02005575562104077108e+04
2.98800000000000000000e+05    4.09627829859378180117e+04    9.44958825289858032193e+03
2.99100000000000000000e+05    4.36505407648500549840e+04    8.75280915580821601907e+03
2.99400000000000000000e+05    4.63769881700456971885e+04    8.10826427495372536214e+03
2.99700000000000000000e+05    4.91262185902101409738e+04    7.51373295920676901005e+03
3.00000000000000000000e+05    5.18817814911025634501e+04    6.96679390640506790078e+03
3.00300000000000000000e+05    5.46270120595391490497e+04    6.46488483998561878252e+03
3.00600000000000000000e+05    5.73453685302283629426e+04    6.00535688289716017607e+03
3.00900000000000000000e+05    6.00207644192444422515e+04    5.58552298275712473696e+03
3.01200000000000000000e+05    6.26378832433978677727e+04    5.20270004067563604622e+03
3.01500000000000000000e+05    6.51824643545669969171e+04    4.85424465915556356777e+03
3.01800000000000000000e+05    6.76415501682044414338e+04    4.53758264535348826030e+03
3.02100000000000000000e+05    7.00036871788346470566e+04    4.25023258182344034140e+03
3.02400000000000000000e+05    7.22590755675927357515e+04    3.98982390789272676557e+03
3.02700000000000000000e+05    7.43996647414415492676e+04    3.75411004374838057629e+03
3.03000000000000000000e+05    7.64191946295285015367e+04    3.54097714061885017145e+03
3.03300000000000000000e+05    7.83131848476192244561e+04    3.34844905966560236266e+03
3.03600000000000000000e+05    8.00788758054495556280e+04    3.17468917539490712443e+03
3.03900000000000000000e+05    8.17151273901706881588e+04    3.01799957259246912145e+03
3.04200000000000000000e+05    8.32222819672975601861e+04    2.87681816463364066294e+03
3.04500000000000000000e+05    8.46019990919215051690e+04    2.74971421057722409387e+03
3.04800000000000000000e+05    8.58570695434865483548e+04    2.63538265300323200790e+03
3.05100000000000000000e+05    8.69912161390225664945e+04    2.53263764157907189656e+03
3.05400000000000000000e+05    8.80088883116935321596e+04    2.44040555152557180918e+03
3.05700000000000000000e+05    8.89150567424972105073e+04    2.35771775345307332827e+03
3.06000000000000000000e+05    8.97150134832636103965e+04    2.28370334275991581308e+03
3.06300000000000000000e+05    9.04141820845011243364e+04    2.21758199370597776579e+03
3.06600000000000000000e+05    9.10179413086744461907e+04    2.15865706573704892435e+03
3.06900000000000000000e+05    9.15314651225417910609e+04    2.10630905766101659538e+03
3.07200000000000000000e+05    9.19595808619112212909e+04    2.05998947864820547693e+03
3.07500000000000000000e+05    9.23066467755295161624e+04    2.01921518337441193580e+03
3.07800000000000000000e+05    9.25764495958025072468e+04    1.98356320147926544450e+03
3.08100000000000000000e+05    9.27721223552276060218e+04    1.95266607836957837208e+03
3.08400000000000000000e+05    9.28960823619180155220e+04    1.92620773474201041608e+03
3.08700000000000000000e+05    9.29499890510418190388e+04    1.90391984554099781235e+03
3.09000000000000000000e+05    9.29347213215499359649e+04    1.88557873495183912382e+03
3.09300000000000000000e+05    9.28503739257778215688e+04    1.87100278205026916112e+03
3.09600000000000000000e+05    9.26962724779667187249e+04    1.86005033153416911773e+03
3.09900000000000000000e+05    9.24710066604798776098e+04    1.85261810525143596351e+03
3.10200000000000000000e+05    9.21724812083047436317e+04    1.84864011275857228611e+03
3.10500000000000000000e+05    9.17979842200275015784e+04    1.84808706269224376229e+03
3.10800000000000000000e+05    9.13442722565517469775e+04    1.85096628114312898106e+03
3.11100000000000000000e+05    9.08076715311949810712e+04    1.85732214835163608768e+03
3.11400000000000000000e+05    9.01841942553828412201e+04    1.86723707078356278544e+03
3.11700000000000000000e+05    8.94696688780769036384e+04    1.88083301188965106121e+03
3.12000000000000000000e+05    8.86598825466020352906e+04    1.89827361150679416824e+03
3.12300000000000000000e+05    8.77507336319154419471e+04    1.91976693081333769442e+03
3.12600000000000000000e+05    8.67383916212158801500e+04    1.94556886687701444316e+03
3.12900000000000000000e+05    8.56194611123070644680e+04    1.97598728796669865915e+03
3.13200000000000000000e+05    8.43911460823792876909e+04    2.01138694772153303347e+03
3.13500000000000000000e+05    8.30514100905777158914e+04    2.05219524269461635413e+03
3.13800000000000000000e+05    8.15991276552138879197e+04    2.09890888333386055820e+03
3.14100000000000000000e+05    8.00342217705877410481e+04    2.15210155263568367445e+03
3.14400000000000000000e+05    7.83577824409635795746e+04    2.21243262887294258690e+03
3.14700000000000000000e+05    7.65721612498305184999e+04    2.28065704815673507255e+03
3.15000000000000000000e+05    7.46810373799379012780e+04    2.35763637815067113479e+03
3.15300000000000000000e+05    7.26894511677010159474e+04    2.44435116480964370567e+03
3.15600000000000000000e+05    7.06038022098934598034e+04    2.54191459812445100397e+03
3.15900000000000000000e+05    6.84318102160072157858e+04    2.65158751884632511064e+03
3.16200000000000000000e+05    6.61824381699846417177e+04    2.77479475413919954008e+03
3.16500000000000000000e+05    6.38657788642695086310e+04    2.91314272397176819140e+03
3.16800000000000000000e+05    6.14929074151622407953e+04    3.06843819960480550435e+03
3.17100000000000000000e+05    5.90757038687214080710e+04    3.24270801853155035133e+03
3.17400000000000000000e+05    5.66266513649607222760e+04    3.43821946463072981715e+03
3.17700000000000000000e+05    5.41586164535550924484e+04    3.65750090643255407485e+03
3.18000000000000000000e+05    5.16846189683894335758e+04    3.90336214931761787739e+03
3.18300000000000000000e+05    4.92175993129686030443e+04    4.17891379929739287036e+03
3.18600000000000000000e+05    4.67701910517628057278e+04    4.48758475844298845914e+03
3.18900000000000000000e+05    4.43545063410373331863e+04    4.83313677877881491440e+03
3.19200000000000000000e+05    4.19819409932446433231e+04    5.21967479888167690660e+03
3.19500000000000000000e+05    3.96630049054013434215e+04    5.65165158499802510050e+03
3.19800000000000000000e+05    3.74071822699172189459e+04    6.13386500921545575693e+03
3.20100000000000000000e+05    3.52228245169532747241e+04    6.67144613787996604515e+03
3.20400000000000000000e+05    3.31170774080968258204e+04    7.26983619452000129968e+03
3.20700000000000000000e+05    3.10958422078025032533e+04    7.93475042670651419030e+03
3.21000000000000000000e+05    2.91637694879666196357e+04    8.67212697139380179578e+03
3.21300000000000000000e+05    2.73242829426517746469e+04    9.48805900470869710261e+03
3.21600000000000000000e+05    2.55796296548251521017e+04    1.03887088043803978508e+04
3.21900000000000000000e+05    2.39309525934800803952e+04    1.13802028656877046160e+04
3.22200000000000000000e+05    2.23783807343026710441e+04    1.24685079062826262088e+04
3.22500000000000000000e+05    2.09211320772993240098e+04    1.36592884708189521916e+04
3.22800000000000000000e+05    1.95576249517058604397e+04    1.49577478866751298483e+04
3.23100000000000000000e+05    1.82855933118577122514e+04    1.63684554925193206145e+04
3.23400000000000000000e+05    1.71022021907738271693e+04    1.78951643073460691085e+04
3.23700000000000000000e+05    1.60041600422051524220e+04    1.95406245545788042364e+04
3.24000000000000000000e+05    1.49878253199699229299e+04    2.13063996126352467400e+04
3.24300000000000000000e+05    1.40493052737114740012e+04    2.31926919270787511778e+04
3.24600000000000000000e+05    1.31845455479390075197e+04    2.51981870835131412605e+04
3.24900000000000000000e+05    1.23894097296262480086e+04    2.73199245045363095414e+04
3.25200000000000000000e+05    1.16597484803273819125e+04    2.95532030158049783495e+04
3.25500000000000000000e+05    1.09914583010798214673e+04    3.18915287721928980318e+04
3.25800000000000000000e+05    1.03805303084320275957e+04    3.43266117307862514281e+04
3.26100000000000000000e+05    9.82308964943384307844e+03    3.68484150345550078782e+04
3.26400000000000000000e+05    9.31542635812908702064e+03    3.94452594089138583513e+04
3.26700000000000000000e+05    8.85401856453971595329e+03    4.21039820987297061947e+04
3.27000000000000000000e+05    8.43554901944655466650e+03    4.48101471486349910265e+04
3.27300000000000000000e+05    8.05691590511369213345e+03    4.75483011420282855397e+04
3.27600000000000000000e+05    7.71523887389279661875e+03    5.03022660584020486567e+04
3.27900000000000000000e+05    7.40786120302292056294e+03    5.30554588677218707744e+04
3.28200000000000000000e+05    7.13234888339829467441e+03    5.57912260081137501402e+04
3.28500000000000000000e+05    6.88648737977302516811e+03    5.84931800979367180844e+04
3.28800000000000000000e+05    6.66827671560563430830e+03    6.11455261688951286487e+04
3.29100000000000000000e+05    6.47592545199558662716e+03    6.37333653668213810306e+04
